Location,Full_%,Current_Elevation_ft,Current_Storage_af,Remaining_Elevation_ft,Available_Storage_af,24hr.Change,Rain_inches,Date,Highest_temperature,Lowest_temperature,Highest_humidity,Lowest_humidity
Roosevelt Lake (Roosevelt Dam),40,"2,091.14","648,796",59.86,"982,736",733,0.99,2019-01-01,66,44 ,100,41
Apache Lake (Horse Mesa Dam),91,"1,905.94","224,228",8.06,"20,910",115,0.90,2019-01-01,66,44 ,100,41
Canyon Lake (Mormon Flat Dam),95,"1,657.36","54,896",3.14,"2,956",-75,0.75,2019-01-01,66,44 ,100,41
Saguaro Lake (Stewart Mountain Dam),95,"1,526.04","66,078",2.96,"3,687",202,0.89,2019-01-01,66,44 ,100,41
Total Salt system,50,,"993,998",,"1,010,289",975,,2019-01-01,66,44 ,100,41
Horseshoe Lake (Horseshoe Dam),6,"1,967.91","6,375",58.09,"102,842",79,0.27,2019-01-01,66,44 ,100,41
Bartlett Lake (Bartlett Dam),45,"1,752.93","79,775",45.07,"98,411",107,0.32,2019-01-01,66,44 ,100,41
Total Verde system,30,,"86,150",,"201,253",186,,2019-01-01,66,44 ,100,41
Total Reservoir System,47,,"1,080,148",,"1,211,542","1,161",,2019-01-01,66,44 ,100,41
Total system year ago,61,,,,,,,2019-01-01,66,44 ,100,41
Roosevelt Lake (Roosevelt Dam),40,"2,091.16","649,041",59.84,"982,491",245,0.00,2019-01-02,66,45 ,100,42
Apache Lake (Horse Mesa Dam),91,"1,905.94","224,228",8.06,"20,910",0,0.00,2019-01-02,66,45 ,100,42
Canyon Lake (Mormon Flat Dam),95,"1,657.36","54,896",3.14,"2,956",0,0.00,2019-01-02,66,45 ,100,42
Saguaro Lake (Stewart Mountain Dam),95,"1,526.03","66,070",2.97,"3,695",-8,0.00,2019-01-02,66,45 ,100,42
Total Salt system,50,,"994,235",,"1,010,052",237,,2019-01-02,66,45 ,100,42
Horseshoe Lake (Horseshoe Dam),6,"1,968.02","6,458",57.98,"102,759",83,0.00,2019-01-02,66,45 ,100,42
Bartlett Lake (Bartlett Dam),45,"1,752.98","79,851",45.02,"98,335",76,0.00,2019-01-02,66,45 ,100,42
Total Verde system,30,,"86,309",,"201,094",159,,2019-01-02,66,45 ,100,42
Total Reservoir System,47,,"1,080,544",,"1,211,146",396,,2019-01-02,66,45 ,100,42
Total system year ago,61,,,,,,,2019-01-02,66,45 ,100,42
Roosevelt Lake (Roosevelt Dam),40,"2,091.18","649,285",59.82,"982,247",244,0.00,2019-01-03,66,45 ,85,26
Apache Lake (Horse Mesa Dam),91,"1,905.90","224,131",8.10,"21,007",-97,0.00,2019-01-03,66,45 ,85,26
Canyon Lake (Mormon Flat Dam),95,"1,657.20","54,747",3.30,"3,105",-149,0.00,2019-01-03,66,45 ,85,26
Saguaro Lake (Stewart Mountain Dam),95,"1,526.13","66,188",2.87,"3,577",118,0.00,2019-01-03,66,45 ,85,26
Total Salt system,50,,"994,351",,"1,009,936",116,,2019-01-03,66,45 ,85,26
Horseshoe Lake (Horseshoe Dam),6,"1,968.11","6,528",57.89,"102,689",70,0.00,2019-01-03,66,45 ,85,26
Bartlett Lake (Bartlett Dam),45,"1,752.93","79,769",45.07,"98,417",-82,0.00,2019-01-03,66,45 ,85,26
Total Verde system,30,,"86,297",,"201,106",-12,,2019-01-03,66,45 ,85,26
Total Reservoir System,47,,"1,080,648",,"1,211,042",104,,2019-01-03,66,45 ,85,26
Total system year ago,61,,,,,,,2019-01-03,66,45 ,85,26
Roosevelt Lake (Roosevelt Dam),40,"2,091.20","649,530",59.80,"982,002",245,0.00,2019-01-04,66,45 ,82,24
Apache Lake (Horse Mesa Dam),91,"1,905.71","223,657",8.29,"21,481",-474,0.00,2019-01-04,66,45 ,82,24
Canyon Lake (Mormon Flat Dam),95,"1,657.59","55,111",2.91,"2,741",364,0.00,2019-01-04,66,45 ,82,24
Saguaro Lake (Stewart Mountain Dam),95,"1,526.27","66,363",2.73,"3,402",175,0.00,2019-01-04,66,45 ,82,24
Total Salt system,50,,"994,661",,"1,009,626",310,,2019-01-04,66,45 ,82,24
Horseshoe Lake (Horseshoe Dam),6,"1,968.22","6,615",57.78,"102,602",87,0.00,2019-01-04,66,45 ,82,24
Bartlett Lake (Bartlett Dam),45,"1,752.90","79,721",45.10,"98,465",-48,0.00,2019-01-04,66,45 ,82,24
Total Verde system,30,,"86,336",,"201,067",39,,2019-01-04,66,45 ,82,24
Total Reservoir System,47,,"1,080,997",,"1,210,693",349,,2019-01-04,66,45 ,82,24
Total system year ago,61,,,,,,,2019-01-04,66,45 ,82,24
Roosevelt Lake (Roosevelt Dam),40,"2,091.23","649,897",59.77,"981,635",367,0.00,2019-01-05,66,45 ,76,22
Apache Lake (Horse Mesa Dam),91,"1,905.69","223,599",8.31,"21,539",-58,0.00,2019-01-05,66,45 ,76,22
Canyon Lake (Mormon Flat Dam),95,"1,657.60","55,120",2.90,"2,732",9,0.00,2019-01-05,66,45 ,76,22
Saguaro Lake (Stewart Mountain Dam),95,"1,526.26","66,353",2.74,"3,412",-10,0.00,2019-01-05,66,45 ,76,22
Total Salt system,50,,"994,969",,"1,009,318",308,,2019-01-05,66,45 ,76,22
Horseshoe Lake (Horseshoe Dam),6,"1,968.33","6,702",57.67,"102,515",87,0.00,2019-01-05,66,45 ,76,22
Bartlett Lake (Bartlett Dam),45,"1,752.84","79,624",45.16,"98,562",-97,0.00,2019-01-05,66,45 ,76,22
Total Verde system,30,,"86,326",,"201,077",-10,,2019-01-05,66,45 ,76,22
Total Reservoir System,47,,"1,081,295",,"1,210,395",298,,2019-01-05,66,45 ,76,22
Total system year ago,61,,,,,,,2019-01-05,66,45 ,76,22
Roosevelt Lake (Roosevelt Dam),40,"2,091.30","650,754",59.70,"980,778",857,0.61,2019-01-06,66,45 ,60,29
Apache Lake (Horse Mesa Dam),91,"1,905.69","223,599",8.31,"21,539",0,0.67,2019-01-06,66,45 ,60,29
Canyon Lake (Mormon Flat Dam),95,"1,657.65","55,167",2.85,"2,685",47,0.69,2019-01-06,66,45 ,60,29
Saguaro Lake (Stewart Mountain Dam),95,"1,526.34","66,445",2.66,"3,320",92,0.78,2019-01-06,66,45 ,60,29
Total Salt system,50,,"995,965",,"1,008,322",996,,2019-01-06,66,45 ,60,29
Horseshoe Lake (Horseshoe Dam),6,"1,968.49","6,831",57.51,"102,386",129,0.54,2019-01-06,66,45 ,60,29
Bartlett Lake (Bartlett Dam),45,"1,752.84","79,624",45.16,"98,562",0,0.83,2019-01-06,66,45 ,60,29
Total Verde system,30,,"86,455",,"200,948",129,,2019-01-06,66,45 ,60,29
Total Reservoir System,47,,"1,082,420",,"1,209,270","1,125",,2019-01-06,66,45 ,60,29
Total system year ago,61,,,,,,,2019-01-06,66,45 ,60,29
Roosevelt Lake (Roosevelt Dam),40,"2,091.32","650,999",59.68,"980,533",245,0.23,2019-01-07,66,45 ,100,66
Apache Lake (Horse Mesa Dam),91,"1,905.69","223,599",8.31,"21,539",0,0.22,2019-01-07,66,45 ,100,66
Canyon Lake (Mormon Flat Dam),95,"1,657.51","55,036",2.99,"2,816",-131,0.16,2019-01-07,66,45 ,100,66
Saguaro Lake (Stewart Mountain Dam),95,"1,526.46","66,593",2.54,"3,172",148,0.17,2019-01-07,66,45 ,100,66
Total Salt system,50,,"996,227",,"1,008,060",262,,2019-01-07,66,45 ,100,66
Horseshoe Lake (Horseshoe Dam),6,"1,968.65","6,963",57.35,"102,254",132,0.11,2019-01-07,66,45 ,100,66
Bartlett Lake (Bartlett Dam),45,"1,752.82","79,591",45.18,"98,595",-33,0.32,2019-01-07,66,45 ,100,66
Total Verde system,30,,"86,554",,"200,849",99,,2019-01-07,66,45 ,100,66
Total Reservoir System,47,,"1,082,781",,"1,208,909",361,,2019-01-07,66,45 ,100,66
Total system year ago,61,,,,,,,2019-01-07,66,45 ,100,66
Roosevelt Lake (Roosevelt Dam),40,"2,091.35","651,366",59.65,"980,166",367,0.00,2019-01-08,66,45 ,100,43
Apache Lake (Horse Mesa Dam),91,"1,905.68","223,581",8.32,"21,557",-18,0.00,2019-01-08,66,45 ,100,43
Canyon Lake (Mormon Flat Dam),95,"1,657.57","55,092",2.93,"2,760",56,0.00,2019-01-08,66,45 ,100,43
Saguaro Lake (Stewart Mountain Dam),95,"1,526.45","66,584",2.55,"3,181",-9,0.00,2019-01-08,66,45 ,100,43
Total Salt system,50,,"996,623",,"1,007,664",396,,2019-01-08,66,45 ,100,43
Horseshoe Lake (Horseshoe Dam),7,"1,968.86","7,140",57.14,"102,077",177,0.00,2019-01-08,66,45 ,100,43
Bartlett Lake (Bartlett Dam),45,"1,752.79","79,539",45.21,"98,647",-52,0.00,2019-01-08,66,45 ,100,43
Total Verde system,30,,"86,679",,"200,724",125,,2019-01-08,66,45 ,100,43
Total Reservoir System,47,,"1,083,302",,"1,208,388",521,,2019-01-08,66,45 ,100,43
Total system year ago,61,,,,,,,2019-01-08,66,45 ,100,43
Roosevelt Lake (Roosevelt Dam),40,"2,091.42","652,224",59.58,"979,308",858,0.00,2019-01-09,66,45 ,100,31
Apache Lake (Horse Mesa Dam),91,"1,905.62","223,409",8.38,"21,729",-172,0.00,2019-01-09,66,45 ,100,31
Canyon Lake (Mormon Flat Dam),95,"1,657.68","55,195",2.82,"2,657",103,0.00,2019-01-09,66,45 ,100,31
Saguaro Lake (Stewart Mountain Dam),95,"1,526.45","66,584",2.55,"3,181",0,0.00,2019-01-09,66,45 ,100,31
Total Salt system,50,,"997,412",,"1,006,875",789,,2019-01-09,66,45 ,100,31
Horseshoe Lake (Horseshoe Dam),7,"1,969.06","7,310",56.94,"101,907",170,0.00,2019-01-09,66,45 ,100,31
Bartlett Lake (Bartlett Dam),45,"1,752.70","79,397",45.30,"98,789",-142,0.00,2019-01-09,66,45 ,100,31
Total Verde system,30,,"86,707",,"200,696",28,,2019-01-09,66,45 ,100,31
Total Reservoir System,47,,"1,084,119",,"1,207,571",817,,2019-01-09,66,45 ,100,31
Total system year ago,61,,,,,,,2019-01-09,66,45 ,100,31
Roosevelt Lake (Roosevelt Dam),40,"2,091.51","653,329",59.49,"978,203","1,105",0.00,2019-01-10,67,45 ,93,27
Apache Lake (Horse Mesa Dam),91,"1,905.59","223,354",8.41,"21,784",-55,0.00,2019-01-10,67,45 ,93,27
Canyon Lake (Mormon Flat Dam),97,"1,658.88","56,320",1.62,"1,532","1,125",0.00,2019-01-10,67,45 ,93,27
Saguaro Lake (Stewart Mountain Dam),94,"1,525.63","65,574",3.37,"4,191","-1,010",0.00,2019-01-10,67,45 ,93,27
Total Salt system,50,,"998,577",,"1,005,710","1,165",,2019-01-10,67,45 ,93,27
Horseshoe Lake (Horseshoe Dam),7,"1,969.26","7,479",56.74,"101,738",169,0.00,2019-01-10,67,45 ,93,27
Bartlett Lake (Bartlett Dam),45,"1,752.72","79,430",45.28,"98,756",33,0.00,2019-01-10,67,45 ,93,27
Total Verde system,30,,"86,909",,"200,494",202,,2019-01-10,67,45 ,93,27
Total Reservoir System,47,,"1,085,486",,"1,206,204","1,367",,2019-01-10,67,45 ,93,27
Total system year ago,61,,,,,,,2019-01-10,67,45 ,93,27
Roosevelt Lake (Roosevelt Dam),40,"2,091.57","654,065",59.43,"977,467",736,0.00,2019-01-11,67,45 ,83,44
Apache Lake (Horse Mesa Dam),90,"1,904.78","221,292",9.22,"23,846","-2,062",0.00,2019-01-11,67,45 ,83,44
Canyon Lake (Mormon Flat Dam),97,"1,658.56","56,018",1.94,"1,834",-302,0.00,2019-01-11,67,45 ,83,44
Saguaro Lake (Stewart Mountain Dam),97,"1,527.32","67,660",1.68,"2,105","2,086",0.00,2019-01-11,67,45 ,83,44
Total Salt system,50,,"999,035",,"1,005,252",458,,2019-01-11,67,45 ,83,44
Horseshoe Lake (Horseshoe Dam),7,"1,969.42","7,616",56.58,"101,601",137,0.00,2019-01-11,67,45 ,83,44
Bartlett Lake (Bartlett Dam),45,"1,752.68","79,365",45.32,"98,821",-65,0.00,2019-01-11,67,45 ,83,44
Total Verde system,30,,"86,981",,"200,422",72,,2019-01-11,67,45 ,83,44
Total Reservoir System,47,,"1,086,016",,"1,205,674",530,,2019-01-11,67,45 ,83,44
Total system year ago,61,,,,,,,2019-01-11,67,45 ,83,44
Roosevelt Lake (Roosevelt Dam),40,"2,091.63","654,802",59.37,"976,730",737,0.00,2019-01-12,67,45 ,93,48
Apache Lake (Horse Mesa Dam),91,"1,905.50","223,106",8.50,"22,032","1,814",0.00,2019-01-12,67,45 ,93,48
Canyon Lake (Mormon Flat Dam),96,"1,658.02","55,514",2.48,"2,338",-504,0.00,2019-01-12,67,45 ,93,48
Saguaro Lake (Stewart Mountain Dam),95,"1,526.43","66,556",2.57,"3,209","-1,104",0.00,2019-01-12,67,45 ,93,48
Total Salt system,50,,"999,978",,"1,004,309",943,,2019-01-12,67,45 ,93,48
Horseshoe Lake (Horseshoe Dam),7,"1,969.55","7,730",56.45,"101,487",114,0.00,2019-01-12,67,45 ,93,48
Bartlett Lake (Bartlett Dam),45,"1,752.77","79,510",45.23,"98,676",145,0.00,2019-01-12,67,45 ,93,48
Total Verde system,30,,"87,240",,"200,163",259,,2019-01-12,67,45 ,93,48
Total Reservoir System,47,,"1,087,218",,"1,204,472","1,202",,2019-01-12,67,45 ,93,48
Total system year ago,61,,,,,,,2019-01-12,67,45 ,93,48
Roosevelt Lake (Roosevelt Dam),40,"2,091.72","655,909",59.28,"975,623","1,107",0.13,2019-01-13,67,45 ,89,26
Apache Lake (Horse Mesa Dam),92,"1,906.92","226,722",7.08,"18,416","3,616",0.07,2019-01-13,67,45 ,89,26
Canyon Lake (Mormon Flat Dam),94,"1,657.08","54,636",3.42,"3,216",-878,0.06,2019-01-13,67,45 ,89,26
Saguaro Lake (Stewart Mountain Dam),92,"1,524.19","63,841",4.81,"5,924","-2,715",0.09,2019-01-13,67,45 ,89,26
Total Salt system,50,,"1,001,108",,"1,003,179","1,130",,2019-01-13,67,45 ,89,26
Horseshoe Lake (Horseshoe Dam),7,"1,969.68","7,845",56.32,"101,372",115,0.11,2019-01-13,67,45 ,89,26
Bartlett Lake (Bartlett Dam),45,"1,752.77","79,510",45.23,"98,676",0,0.08,2019-01-13,67,45 ,89,26
Total Verde system,30,,"87,355",,"200,048",115,,2019-01-13,67,45 ,89,26
Total Reservoir System,47,,"1,088,463",,"1,203,227","1,245",,2019-01-13,67,45 ,89,26
Total system year ago,61,,,,,,,2019-01-13,67,45 ,89,26
Roosevelt Lake (Roosevelt Dam),40,"2,091.78","656,647",59.22,"974,885",738,0.00,2019-01-14,67,45 ,100,51
Apache Lake (Horse Mesa Dam),92,"1,906.82","226,474",7.18,"18,664",-248,0.00,2019-01-14,67,45 ,100,51
Canyon Lake (Mormon Flat Dam),95,"1,657.19","54,738",3.31,"3,114",102,0.00,2019-01-14,67,45 ,100,51
Saguaro Lake (Stewart Mountain Dam),92,"1,524.19","63,841",4.81,"5,924",0,0.00,2019-01-14,67,45 ,100,51
Total Salt system,50,,"1,001,700",,"1,002,587",592,,2019-01-14,67,45 ,100,51
Horseshoe Lake (Horseshoe Dam),7,"1,969.80","7,954",56.20,"101,263",109,0.06,2019-01-14,67,45 ,100,51
Bartlett Lake (Bartlett Dam),45,"1,752.76","79,494",45.24,"98,692",-16,0.00,2019-01-14,67,45 ,100,51
Total Verde system,30,,"87,448",,"199,955",93,,2019-01-14,67,45 ,100,51
Total Reservoir System,48,,"1,089,148",,"1,202,542",685,,2019-01-14,67,45 ,100,51
Total system year ago,61,,,,,,,2019-01-14,67,45 ,100,51
Roosevelt Lake (Roosevelt Dam),40,"2,091.85","657,509",59.15,"974,023",862,0.00,2019-01-15,67,46 ,89,42
Apache Lake (Horse Mesa Dam),92,"1,906.67","226,072",7.33,"19,066",-402,0.00,2019-01-15,67,46 ,89,42
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,915",3.12,"2,937",177,0.00,2019-01-15,67,46 ,89,42
Saguaro Lake (Stewart Mountain Dam),92,"1,524.38","64,067",4.62,"5,698",226,0.00,2019-01-15,67,46 ,89,42
Total Salt system,50,,"1,002,563",,"1,001,724",863,,2019-01-15,67,46 ,89,42
Horseshoe Lake (Horseshoe Dam),7,"1,969.91","8,054",56.09,"101,163",100,0.06,2019-01-15,67,46 ,89,42
Bartlett Lake (Bartlett Dam),45,"1,752.75","79,478",45.25,"98,708",-16,0.07,2019-01-15,67,46 ,89,42
Total Verde system,30,,"87,532",,"199,871",84,,2019-01-15,67,46 ,89,42
Total Reservoir System,48,,"1,090,095",,"1,201,595",947,,2019-01-15,67,46 ,89,42
Total system year ago,61,,,,,,,2019-01-15,67,46 ,89,42
Roosevelt Lake (Roosevelt Dam),40,"2,091.96","658,865",59.04,"972,667","1,356",0.02,2019-01-16,67,46 ,100,44
Apache Lake (Horse Mesa Dam),92,"1,906.21","224,911",7.79,"20,227","-1,161",0.05,2019-01-16,67,46 ,100,44
Canyon Lake (Mormon Flat Dam),95,"1,657.45","54,980",3.05,"2,872",65,0.02,2019-01-16,67,46 ,100,44
Saguaro Lake (Stewart Mountain Dam),93,"1,525.23","65,090",3.77,"4,675","1,023",0.11,2019-01-16,67,46 ,100,44
Total Salt system,50,,"1,003,846",,"1,000,441","1,283",,2019-01-16,67,46 ,100,44
Horseshoe Lake (Horseshoe Dam),8,"1,970.08","8,207",55.92,"101,010",153,0.57,2019-01-16,67,46 ,100,44
Bartlett Lake (Bartlett Dam),45,"1,752.84","79,624",45.16,"98,562",146,0.20,2019-01-16,67,46 ,100,44
Total Verde system,31,,"87,831",,"199,572",299,,2019-01-16,67,46 ,100,44
Total Reservoir System,48,,"1,091,677",,"1,200,013","1,582",,2019-01-16,67,46 ,100,44
Total system year ago,61,,,,,,,2019-01-16,67,46 ,100,44
Roosevelt Lake (Roosevelt Dam),40,"2,092.03","659,728",58.97,"971,804",863,0.00,2019-01-17,67,46 ,100,52
Apache Lake (Horse Mesa Dam),91,"1,905.41","222,879",8.59,"22,259","-2,032",0.00,2019-01-17,67,46 ,100,52
Canyon Lake (Mormon Flat Dam),95,"1,657.33","54,868",3.17,"2,984",-112,0.00,2019-01-17,67,46 ,100,52
Saguaro Lake (Stewart Mountain Dam),96,"1,526.81","67,028",2.19,"2,737","1,938",0.00,2019-01-17,67,46 ,100,52
Total Salt system,50,,"1,004,503",,"999,784",657,,2019-01-17,67,46 ,100,52
Horseshoe Lake (Horseshoe Dam),8,"1,970.62","8,693",55.38,"100,524",486,0.00,2019-01-17,67,46 ,100,52
Bartlett Lake (Bartlett Dam),45,"1,752.82","79,591",45.18,"98,595",-33,0.00,2019-01-17,67,46 ,100,52
Total Verde system,31,,"88,284",,"199,119",453,,2019-01-17,67,46 ,100,52
Total Reservoir System,48,,"1,092,787",,"1,198,903","1,110",,2019-01-17,67,46 ,100,52
Total system year ago,61,,,,,,,2019-01-17,67,46 ,100,52
Roosevelt Lake (Roosevelt Dam),40,"2,092.11","660,716",58.89,"970,816",988,0.00,2019-01-18,68,46 ,96,44
Apache Lake (Horse Mesa Dam),91,"1,905.63","223,447",8.37,"21,691",568,0.00,2019-01-18,68,46 ,96,44
Canyon Lake (Mormon Flat Dam),95,"1,657.62","55,139",2.88,"2,713",271,0.00,2019-01-18,68,46 ,96,44
Saguaro Lake (Stewart Mountain Dam),95,"1,526.28","66,372",2.72,"3,393",-656,0.00,2019-01-18,68,46 ,96,44
Total Salt system,50,,"1,005,674",,"998,613","1,171",,2019-01-18,68,46 ,96,44
Horseshoe Lake (Horseshoe Dam),9,"1,972.06","10,061",53.94,"99,156","1,368",0.00,2019-01-18,68,46 ,96,44
Bartlett Lake (Bartlett Dam),45,"1,752.78","79,527",45.22,"98,659",-64,0.00,2019-01-18,68,46 ,96,44
Total Verde system,31,,"89,588",,"197,815","1,304",,2019-01-18,68,46 ,96,44
Total Reservoir System,48,,"1,095,262",,"1,196,428","2,475",,2019-01-18,68,46 ,96,44
Total system year ago,61,,,,,,,2019-01-18,68,46 ,96,44
Roosevelt Lake (Roosevelt Dam),41,"2,092.19","661,704",58.81,"969,828",988,0.00,2019-01-19,68,46 ,93,32
Apache Lake (Horse Mesa Dam),91,"1,905.79","223,847",8.21,"21,291",400,0.00,2019-01-19,68,46 ,93,32
Canyon Lake (Mormon Flat Dam),95,"1,657.51","55,036",2.99,"2,816",-103,0.00,2019-01-19,68,46 ,93,32
Saguaro Lake (Stewart Mountain Dam),95,"1,526.00","66,033",3.00,"3,732",-339,0.00,2019-01-19,68,46 ,93,32
Total Salt system,50,,"1,006,620",,"997,667",946,,2019-01-19,68,46 ,93,32
Horseshoe Lake (Horseshoe Dam),12,"1,974.80","12,853",51.20,"96,364","2,792",0.00,2019-01-19,68,46 ,93,32
Bartlett Lake (Bartlett Dam),45,"1,752.79","79,543",45.21,"98,643",16,0.00,2019-01-19,68,46 ,93,32
Total Verde system,32,,"92,396",,"195,007","2,808",,2019-01-19,68,46 ,93,32
Total Reservoir System,48,,"1,099,016",,"1,192,674","3,754",,2019-01-19,68,46 ,93,32
Total system year ago,61,,,,,,,2019-01-19,68,46 ,93,32
Roosevelt Lake (Roosevelt Dam),41,"2,092.26","662,570",58.74,"968,962",866,0.00,2019-01-20,68,46 ,76,13
Apache Lake (Horse Mesa Dam),92,"1,906.46","225,558",7.54,"19,580","1,711",0.00,2019-01-20,68,46 ,76,13
Canyon Lake (Mormon Flat Dam),95,"1,657.48","55,008",3.02,"2,844",-28,0.00,2019-01-20,68,46 ,76,13
Saguaro Lake (Stewart Mountain Dam),92,"1,524.70","64,455",4.30,"5,310","-1,578",0.00,2019-01-20,68,46 ,76,13
Total Salt system,50,,"1,007,591",,"996,696",971,,2019-01-20,68,46 ,76,13
Horseshoe Lake (Horseshoe Dam),14,"1,977.04","15,321",48.96,"93,896","2,468",0.00,2019-01-20,68,46 ,76,13
Bartlett Lake (Bartlett Dam),45,"1,752.86","79,656",45.14,"98,530",113,0.00,2019-01-20,68,46 ,76,13
Total Verde system,33,,"94,977",,"192,426","2,581",,2019-01-20,68,46 ,76,13
Total Reservoir System,48,,"1,102,568",,"1,189,122","3,552",,2019-01-20,68,46 ,76,13
Total system year ago,61,,,,,,,2019-01-20,68,46 ,76,13
Roosevelt Lake (Roosevelt Dam),41,"2,092.35","663,684",58.65,"967,848","1,114",0.00,2019-01-21,68,46 ,71,17
Apache Lake (Horse Mesa Dam),92,"1,906.46","225,558",7.54,"19,580",0,0.00,2019-01-21,68,46 ,71,17
Canyon Lake (Mormon Flat Dam),95,"1,657.26","54,803",3.24,"3,049",-205,0.00,2019-01-21,68,46 ,71,17
Saguaro Lake (Stewart Mountain Dam),92,"1,524.75","64,519",4.25,"5,246",64,0.00,2019-01-21,68,46 ,71,17
Total Salt system,50,,"1,008,564",,"995,723",973,,2019-01-21,68,46 ,71,17
Horseshoe Lake (Horseshoe Dam),16,"1,979.16","17,847",46.84,"91,370","2,526",0.00,2019-01-21,68,46 ,71,17
Bartlett Lake (Bartlett Dam),45,"1,752.94","79,786",45.06,"98,400",130,0.00,2019-01-21,68,46 ,71,17
Total Verde system,34,,"97,633",,"189,770","2,656",,2019-01-21,68,46 ,71,17
Total Reservoir System,48,,"1,106,197",,"1,185,493","3,629",,2019-01-21,68,46 ,71,17
Total system year ago,61,,,,,,,2019-01-21,68,46 ,71,17
Roosevelt Lake (Roosevelt Dam),41,"2,092.41","664,427",58.59,"967,105",743,0.00,2019-01-22,68,46 ,63,13
Apache Lake (Horse Mesa Dam),92,"1,906.44","225,500",7.56,"19,638",-58,0.00,2019-01-22,68,46 ,63,13
Canyon Lake (Mormon Flat Dam),95,"1,657.33","54,868",3.17,"2,984",65,0.00,2019-01-22,68,46 ,63,13
Saguaro Lake (Stewart Mountain Dam),92,"1,524.75","64,509",4.25,"5,256",-10,0.00,2019-01-22,68,46 ,63,13
Total Salt system,50,,"1,009,304",,"994,983",740,,2019-01-22,68,46 ,63,13
Horseshoe Lake (Horseshoe Dam),18,"1,980.23","19,188",45.77,"90,029","1,341",0.00,2019-01-22,68,46 ,63,13
Bartlett Lake (Bartlett Dam),45,"1,753.01","79,899",44.99,"98,287",130,0.00,2019-01-22,68,46 ,63,13
Total Verde system,34,,"99,087",,"188,316","1,471",,2019-01-22,68,46 ,63,13
Total Reservoir System,48,,"1,108,391",,"1,183,299","2,211",,2019-01-22,68,46 ,63,13
Total system year ago,61,,,,,,,2019-01-22,68,46 ,63,13
Roosevelt Lake (Roosevelt Dam),41,"2,092.48","665,294",58.52,"966,238",867,0.00,2019-01-23,68,46 ,62,17
Apache Lake (Horse Mesa Dam),92,"1,906.40","225,406",7.60,"19,732",-94,0.00,2019-01-23,68,46 ,62,17
Canyon Lake (Mormon Flat Dam),95,"1,657.38","54,915",3.12,"2,937",47,0.00,2019-01-23,68,46 ,62,17
Saguaro Lake (Stewart Mountain Dam),92,"1,524.74","64,501",4.26,"5,264",-8,0.00,2019-01-23,68,46 ,62,17
Total Salt system,50,,"1,010,116",,"994,171",812,,2019-01-23,68,46 ,62,17
Horseshoe Lake (Horseshoe Dam),19,"1,981.06","20,265",44.94,"88,952",857,0.00,2019-01-23,68,46 ,62,17
Bartlett Lake (Bartlett Dam),45,"1,752.98","79,846",45.02,"98,340",-53,0.00,2019-01-23,68,46 ,62,17
Total Verde system,35,,"100,111",,"187,292",804,,2019-01-23,68,46 ,62,17
Total Reservoir System,48,,"1,110,227",,"1,181,463","1,616",,2019-01-23,68,46 ,62,17
Total system year ago,61,,,,,,,2019-01-23,68,46 ,62,17
Roosevelt Lake (Roosevelt Dam),41,"2,092.53","665,914",58.47,"965,618",620,0.00,2019-01-24,68,46 ,51,15
Apache Lake (Horse Mesa Dam),92,"1,906.03","224,456",7.97,"20,682",-950,0.00,2019-01-24,68,46 ,51,15
Canyon Lake (Mormon Flat Dam),97,"1,658.38","55,850",2.12,"2,002",935,0.00,2019-01-24,68,46 ,51,15
Saguaro Lake (Stewart Mountain Dam),92,"1,524.74","64,501",4.26,"5,264",0,0.00,2019-01-24,68,46 ,51,15
Total Salt system,50,,"1,010,721",,"993,566",605,,2019-01-24,68,46 ,51,15
Horseshoe Lake (Horseshoe Dam),19,"1,981.38","20,674",44.62,"88,543",647,0.00,2019-01-24,68,46 ,51,15
Bartlett Lake (Bartlett Dam),45,"1,752.88","79,683",45.12,"98,503",-163,0.00,2019-01-24,68,46 ,51,15
Total Verde system,35,,"100,357",,"187,046",484,,2019-01-24,68,46 ,51,15
Total Reservoir System,48,,"1,111,078",,"1,180,612","1,089",,2019-01-24,68,46 ,51,15
Total system year ago,61,,,,,,,2019-01-24,68,46 ,51,15
Roosevelt Lake (Roosevelt Dam),41,"2,092.59","666,659",58.41,"964,873",745,0.00,2019-01-25,-,- ,-,-
Apache Lake (Horse Mesa Dam),92,"1,906.02","224,436",7.98,"20,702",-20,0.00,2019-01-25,-,- ,-,-
Canyon Lake (Mormon Flat Dam),97,"1,658.46","55,925",2.04,"1,927",75,0.00,2019-01-25,-,- ,-,-
Saguaro Lake (Stewart Mountain Dam),92,"1,524.73","64,491",4.27,"5,274",-10,0.00,2019-01-25,-,- ,-,-
Total Salt system,50,,"1,011,511",,"992,776",790,,2019-01-25,-,- ,-,-
Horseshoe Lake (Horseshoe Dam),19,"1,981.73","21,137",44.27,"88,080",463,0.00,2019-01-25,-,- ,-,-
Bartlett Lake (Bartlett Dam),45,"1,752.72","79,426",45.28,"98,760",-257,0.00,2019-01-25,-,- ,-,-
Total Verde system,35,,"100,563",,"186,840",206,,2019-01-25,-,- ,-,-
Total Reservoir System,49,,"1,112,074",,"1,179,616",996,,2019-01-25,-,- ,-,-
Total system year ago,61,,,,,,,2019-01-25,-,- ,-,-
